row_id,season,episode,speaker,task,label,suggested_label,self_confidence,suggested_confidence,confidence_margin,text,feature_text,needs_review
3358,4,13,Dr. Chase,diagnosis_stage,değerlendirme,başlangıç,0.015749923394468776,0.9694253295278171,0.9536754061333483,Kalp yetmezliğin ve nefes darlığın için EKO ve kan testleri gerekli.,[SPEAKER=Dr. Chase] [SYMPTOM=Ani kalp yetmezliği ve nefes darlığı] [TEST=EKO ve kan testleri] [DRUG=Diüretik] [PROCEDURE=Kardiyoloji konsültasyonu] [ORGAN=kalp] [PREV=Ani organ yetmezliği için acil müdahale gerekli. || Ani inme belirtileri için acil beyin MR gerekli.] [TEXT=Kalp yetmezliğin ve nefes darlığın için EKO ve kan testleri gerekli.],True
2819,3,21,Wilson,diagnosis_stage,başlangıç,kesin_tanı,0.01692880486958767,0.5117790138169057,0.494850208947318,Radyasyon bağışıklık sistemini yok etti. Staril bir odada bile sadece 4-5 günü kaldı.,[SPEAKER=Wilson] [PREV=10.000 farklı enfeksiyondan biri olabilir. Sadece soğuk algınlığı bile olsa eğer iliği abisine verirsem abisini öldürürm || Ne kadar vaktimiz kaldı] [TEXT=Radyasyon bağışıklık sistemini yok etti. Staril bir odada bile sadece 4-5 günü kaldı.],True
3816,5,7,House,diagnosis_stage,başlangıç,tedavi,0.021228090386105975,0.2810492585312648,0.2598211681451588,Bağırsak tıkanıklığı patlarsa tüm vücuduna lağım yayılır; ölümden korkmuyor musun?,"[SPEAKER=House] [SYMPTOM=bağırsak delinmesi] [PROCEDURE=cerrahi] [ORGAN=bağırsak] [PREV=Kolonunuz dışkıyla dolmuş; hiçbir şey dışarı çıkmıyor,"" bu yüzden ağrı gittikçe artacak."" || Crohn'a bağlı bir apse olabilir ama biyopsi veya MRI yapmadan bunu bilemeyiz.] [TEXT=Bağırsak tıkanıklığı patlarsa tüm vücuduna lağım yayılır; ölümden korkmuyor musun?]",True
2950,4,5,House,diagnosis_stage,başlangıç,değerlendirme,0.02283574531458137,0.3772884136560163,0.3544526683414349,Kanın çamura dönüşmüş. Seni ısıtmazsak öleceksin.,"[SPEAKER=House] [SYMPTOM=kanın pıhtılaşması] [PROCEDURE=kanı ısıtmak] [ORGAN=kan] [PREV=Giovannini sendromu mu? || Beyninin kim olduğu,"" nerede olduğu veya ne olduğu hakkında hiçbir fikri yok. Boşlukları etrafta ne bulursa onunla dolduruyor.] [TEXT=Kanın çamura dönüşmüş. Seni ısıtmazsak öleceksin.]",True
5633,6,19,Thirteen,diagnosis_stage,diğer,kesin_tanı,0.024583061442272132,0.51196252208069,0.4873794606384179,Bütün testler negatif çıktı. Pıhtılaşma bozukluğu değil. Yani daha iyi bir fikre ihtiyacımız var.,"[SPEAKER=Thirteen] [SYMPTOM=pıhtılaşma bozukluğu] [TEST=kan testi] [ORGAN=kan] [PREV=Pıhtı düzensizliği. DIK. Faktör V Leiden"","" antifosfolipid sendromu. K vitamini eksikliği de uyuyor. || Trombofiliye sebep oluyor ve karın ağrısıyla bağlantılı.] [TEXT=Bütün testler negatif çıktı. Pıhtılaşma bozukluğu değil. Yani daha iyi bir fikre ihtiyacımız var.]",True
5450,6,15,Frankie,diagnosis_stage,başlangıç,kesin_tanı,0.024692835503210747,0.26797303705501385,0.2432802015518031,"[{""text"":""karın ağrısı"",""type"""":""""Symptom""""}]""","[SPEAKER=Frankie] [SYMPTOM=karın ağrısı] [ORGAN=karın] [PREV=Gerçek bir domuzdan mı? || Plastikle gidiyorum. Daha sonra başka bir ameliyat istemiyorum.] [TEXT=[{""text"":""karın ağrısı"",""type"""":""""Symptom""""}]""]",True
3069,4,7,House,diagnosis_stage,başlangıç,hipotez,0.02472979649711833,0.30627576653279365,0.28154597003567533,Küçük parmağına bakın. Seğiriyor. Yeni semptom. İstemsiz kas hareketi.,"[SPEAKER=House] [SYMPTOM=istemsiz kas hareketi] [ORGAN=kas, "" parmak] [PREV=Defekt sağ frontal loba baskı yapıyor. Bu kıvrım bir herniasyon işareti. || Sol anterior temporal lobda ödemle çevrili maskelenmiş bir lezyon var. Görüyor musunuz?] [TEXT=Küçük parmağına bakın. Seğiriyor. Yeni semptom. İstemsiz kas hareketi.]",True
1540,2,15,House,diagnosis_stage,başlangıç,kesin_tanı,0.026921623146515687,0.3630970915562362,0.3361754684097205,Hastada kaşıntılı kırmızı döküntüler gelişti.,[SPEAKER=House] [SYMPTOM=ürtiker] [ORGAN=cilt] [PREV=Plethysmograph akciğer kapasitesinde azalma gösterdi. || İnterstisyel pulmoner fibrozis tanısı düşünüldü.] [TEXT=Hastada kaşıntılı kırmızı döküntüler gelişti.],True
1898,2,24,Chase,diagnosis_stage,başlangıç,hipotez,0.027617113546339174,0.25467546044174527,0.2270583468954061,Hastanın kanama riski yüksek.,[SPEAKER=Chase] [PREV=Daha geniş biyopsi yapılmalı. || Doğrudan cerrahi inceleme yapmalıyız.] [TEXT=Hastanın kanama riski yüksek.],True
7126,8,3,Woman,diagnosis_stage,başlangıç,kesin_tanı,0.0280405854279216,0.32500234216823143,0.29696175674030983,Klora alerjisi mi var?,"[SPEAKER=Woman] [SYMPTOM=alerji] [PREV=Magnezyum eksikliği mi? || Hayır,"" anksiyete veya uyku problemi yaşamadı.] [TEXT=Klora alerjisi mi var?]",True
3662,5,4,House,diagnosis_stage,başlangıç,tedavi,0.02980407528591709,0.473897198294051,0.4440931230081339,Hemşireler kaçtığına göre bu bağışıklık globülini iğnesini bana sen yapacaksın.,[SPEAKER=House] [DRUG=IG aşısı] [ORGAN=kol] [PREV=Akciğer tutulumu henüz çok şiddetli değil ancak hastanın solunumu izlenmeli. || SARS olasılığına karşı hastaya ribavirin ve interferon tedavisi başlatın.] [TEXT=Hemşireler kaçtığına göre bu bağışıklık globülini iğnesini bana sen yapacaksın.],True
